r[m]	temperatures[K]	pressures[Pa]	rhos[kg/m^3]	kappas[m^2/kg]	gamma1s[idklol]	nablaads[K/m?]
6.752460252e+08	1.533326858e+05	6.216360256e+09	3.125201750e+00	8.209990705e+02	1.625809908e+00	3.633917868e-01
6.751491217e+08	1.541231552e+05	6.304901838e+09	3.152548024e+00	8.059031485e+02	1.626438737e+00	3.637314439e-01
6.750517809e+08	1.549179311e+05	6.394644827e+09	3.180109030e+00	7.910838214e+02	1.627063513e+00	3.640691936e-01
6.749540010e+08	1.557170350e+05	6.485606730e+09	3.207883163e+00	7.765547790e+02	1.627686262e+00	3.644067943e-01
6.748557803e+08	1.565204905e+05	6.577803940e+09	3.235868426e+00	7.623271053e+02	1.628308296e+00	3.647443652e-01
6.747571167e+08	1.573283213e+05	6.671252102e+09	3.264066912e+00	7.483320572e+02	1.628927946e+00	3.650816977e-01
6.746580084e+08	1.581405515e+05	6.765963882e+09	3.292476508e+00	7.345132057e+02	1.629546404e+00	3.654190302e-01
6.745584534e+08	1.589572052e+05	6.861960888e+09	3.321101478e+00	7.208801119e+02	1.630163193e+00	3.657559156e-01
6.744584496e+08	1.597783064e+05	6.959255785e+09	3.349939570e+00	7.074380774e+02	1.630778074e+00	3.660923541e-01
6.743579948e+08	1.606038796e+05	7.057867199e+09	3.378993108e+00	6.941909316e+02	1.631390691e+00	3.664280474e-01
6.742570869e+08	1.614339489e+05	7.157811522e+09	3.408260963e+00	6.811407084e+02	1.632000208e+00	3.667628169e-01
6.741557236e+08	1.622685382e+05	7.259106636e+09	3.437745017e+00	6.682888861e+02	1.632606745e+00	3.670963049e-01
6.740539026e+08	1.631076708e+05	7.361768931e+09	3.467448035e+00	6.556363659e+02	1.633209944e+00	3.674287498e-01
6.739516221e+08	1.639513709e+05	7.465817779e+09	3.497379560e+00	6.431842365e+02	1.633813381e+00	3.677617311e-01
6.738488803e+08	1.647996637e+05	7.571269572e+09	3.527540871e+00	6.309322064e+02	1.634416819e+00	3.680948913e-01
6.737456755e+08	1.656525748e+05	7.678141445e+09	3.557931630e+00	6.188795220e+02	1.635019064e+00	3.684283197e-01
6.736420057e+08	1.665101298e+05	7.786452770e+09	3.588552962e+00	6.070253478e+02	1.635620356e+00	3.687616289e-01
6.735378689e+08	1.673723544e+05	7.896220684e+09	3.619405811e+00	5.953686360e+02	1.636219263e+00	3.690945804e-01
6.734332631e+08	1.682392739e+05	8.007466048e+09	3.650492588e+00	5.839083116e+02	1.636816025e+00	3.694269061e-01
6.733281863e+08	1.691109139e+05	8.120205253e+09	3.681812635e+00	5.726428714e+02	1.637408495e+00	3.697582185e-01
6.732226361e+08	1.699872995e+05	8.234459907e+09	3.713366441e+00	5.615708108e+02	1.637997150e+00	3.700882792e-01
6.731166104e+08	1.708684558e+05	8.350249380e+09	3.745156361e+00	5.506906869e+02	1.638580322e+00	3.704165518e-01
6.730101065e+08	1.717544077e+05	8.467592299e+09	3.777182233e+00	5.400007510e+02	1.639157891e+00	3.707426786e-01
6.729031221e+08	1.726451798e+05	8.586511016e+09	3.809445450e+00	5.294993181e+02	1.639728308e+00	3.710662127e-01
6.727956543e+08	1.735407966e+05	8.707021922e+09	3.841945969e+00	5.191845296e+02	1.640290141e+00	3.713864684e-01
6.726877004e+08	1.744412823e+05	8.829150349e+09	3.874685980e+00	5.090546635e+02	1.640843153e+00	3.717031479e-01
6.725792576e+08	1.753466596e+05	8.952918649e+09	3.907667329e+00	4.991079474e+02	1.641386151e+00	3.720157743e-01
6.724703232e+08	1.762569519e+05	9.078343958e+09	3.940898479e+00	4.893430468e+02	1.641922116e+00	3.723256886e-01
6.723608948e+08	1.771721836e+05	9.205449373e+09	3.974384852e+00	4.797583459e+02	1.642452478e+00	3.726332784e-01
6.722509701e+08	1.780923797e+05	9.334257990e+09	4.008126171e+00	4.703518432e+02	1.642976284e+00	3.729382753e-01
6.721405466e+08	1.790175647e+05	9.464795142e+09	4.042125580e+00	4.611218191e+02	1.643493414e+00	3.732405603e-01
6.720296218e+08	1.799477636e+05	9.597076476e+09	4.076382485e+00	4.520663727e+02	1.644003153e+00	3.735397160e-01
6.719181931e+08	1.808830012e+05	9.731130302e+09	4.110899692e+00	4.431839099e+02	1.644505620e+00	3.738356531e-01
6.718062577e+08	1.818233019e+05	9.866975993e+09	4.145676455e+00	4.344727214e+02	1.645000219e+00	3.741281331e-01
6.716938128e+08	1.827686904e+05	1.000464112e+10	4.180715898e+00	4.259314459e+02	1.645485878e+00	3.744167387e-01
6.715808555e+08	1.837191908e+05	1.014414951e+10	4.216018836e+00	4.175587034e+02	1.645962358e+00	3.747012019e-01
6.714673829e+08	1.846748272e+05	1.028552502e+10	4.251586188e+00	4.093532397e+02	1.646429181e+00	3.749812543e-01
6.713533918e+08	1.856356236e+05	1.042879149e+10	4.287419796e+00	4.013139570e+02	1.646884680e+00	3.752565086e-01
6.712388791e+08	1.866016033e+05	1.057397425e+10	4.323520412e+00	3.934397862e+02	1.647328854e+00	3.755266070e-01
6.711238414e+08	1.875727897e+05	1.072110236e+10	4.359889619e+00	3.857297570e+02	1.647759914e+00	3.757911325e-01
6.710082754e+08	1.885492059e+05	1.087019891e+10	4.396536753e+00	3.781832907e+02	1.648176789e+00	3.760494888e-01
6.708921777e+08	1.895308742e+05	1.102129072e+10	4.433466313e+00	3.707995213e+02	1.648579836e+00	3.763017058e-01
6.707755452e+08	1.905178168e+05	1.117440313e+10	4.470683092e+00	3.635775236e+02	1.648968577e+00	3.765478432e-01
6.706583747e+08	1.915100559e+05	1.132957488e+10	4.508190662e+00	3.565162150e+02	1.649344683e+00	3.767885268e-01
6.705406632e+08	1.925076146e+05	1.148681939e+10	4.545986572e+00	3.496141467e+02	1.649708033e+00	3.770239949e-01
6.704224076e+08	1.935105160e+05	1.164617389e+10	4.584076608e+00	3.428701453e+02	1.650060058e+00	3.772545159e-01
6.703036048e+08	1.945187837e+05	1.180766076e+10	4.622461315e+00	3.362827618e+02	1.650401354e+00	3.774805367e-01
6.701842518e+08	1.955324416e+05	1.197131127e+10	4.661141897e+00	3.298505968e+02	1.650732517e+00	3.777021766e-01
6.700643458e+08	1.965515142e+05	1.213715598e+10	4.700121062e+00	3.235724193e+02	1.651054621e+00	3.779199719e-01
6.699438836e+08	1.975760265e+05	1.230522245e+10	4.739399483e+00	3.174471422e+02	1.651369095e+00	3.781341910e-01
6.698228624e+08	1.986060036e+05	1.247553900e+10	4.778978263e+00	3.114740587e+02	1.651675701e+00	3.783450723e-01
6.697012793e+08	1.996414711e+05	1.264813840e+10	4.818861379e+00	3.056530798e+02	1.651975870e+00	3.785527945e-01
6.695791309e+08	2.006824564e+05	1.282305121e+10	4.859050862e+00	2.999792101e+02	1.652268767e+00	3.787566721e-01
6.694564138e+08	2.017289849e+05	1.300030500e+10	4.899558798e+00	2.944325234e+02	1.652544975e+00	3.789531887e-01
6.693331245e+08	2.027810783e+05	1.317993701e+10	4.940389262e+00	2.890072117e+02	1.652806759e+00	3.791429400e-01
6.692092596e+08	2.038387591e+05	1.336198002e+10	4.981542744e+00	2.836991352e+02	1.653056741e+00	3.793267906e-01
6.690848160e+08	2.049020503e+05	1.354646087e+10	5.023023500e+00	2.785045986e+02	1.653296471e+00	3.795054853e-01
6.689597905e+08	2.059709759e+05	1.373341978e+10	5.064832690e+00	2.734200948e+02	1.653527141e+00	3.796799481e-01
6.688341802e+08	2.070455605e+05	1.392288953e+10	5.106974099e+00	2.684424398e+02	1.653752804e+00	3.798511028e-01
6.687079825e+08	2.081258299e+05	1.411489248e+10	5.149445215e+00	2.635684864e+02	1.653974175e+00	3.800196648e-01
6.685811947e+08	2.092118106e+05	1.430947781e+10	5.192251949e+00	2.587955067e+02	1.654193878e+00	3.801866472e-01
6.684538144e+08	2.103035305e+05	1.450667083e+10	5.235391573e+00	2.541206967e+02	1.654414654e+00	3.803530335e-01
6.683258392e+08	2.114010183e+05	1.470650434e+10	5.278866415e+00	2.495415278e+02	1.654637814e+00	3.805199564e-01
6.681972671e+08	2.125043049e+05	1.490901262e+10	5.322677045e+00	2.450555394e+02	1.654865980e+00	3.806880713e-01
6.680680955e+08	2.136134227e+05	1.511423439e+10	5.366831405e+00	2.406605474e+02	1.655096412e+00	3.808559775e-01
6.679383217e+08	2.147284019e+05	1.532220095e+10	5.411338146e+00	2.363544731e+02	1.655323148e+00	3.810212910e-01
6.678079432e+08	2.158492703e+05	1.553295404e+10	5.456200820e+00	2.321352004e+02	1.655547857e+00	3.811842501e-01
6.676769572e+08	2.169760559e+05	1.574652493e+10	5.501419332e+00	2.280006020e+02	1.655769467e+00	3.813451827e-01
6.675453612e+08	2.181087864e+05	1.596295238e+10	5.546995011e+00	2.239486509e+02	1.655989408e+00	3.815043271e-01
6.674131527e+08	2.192474891e+05	1.618227810e+10	5.592934157e+00	2.199774836e+02	1.656207323e+00	3.816618025e-01
6.672803295e+08	2.203921912e+05	1.640453488e+10	5.639235047e+00	2.160851176e+02	1.656423092e+00	3.818179071e-01
6.671468890e+08	2.215429212e+05	1.662975997e+10	5.685893101e+00	2.122695632e+02	1.656637669e+00	3.819735646e-01
6.670128288e+08	2.226997096e+05	1.685799211e+10	5.732907793e+00	2.085289531e+02	1.656852007e+00	3.821291625e-01
6.668781464e+08	2.238625874e+05	1.708927304e+10	5.780283422e+00	2.048615448e+02	1.657065749e+00	3.822849691e-01
6.667428392e+08	2.250315863e+05	1.732363999e+10	5.828017545e+00	2.012654951e+02	1.657279968e+00	3.824411035e-01
6.666069047e+08	2.262067383e+05	1.756113470e+10	5.876119429e+00	1.977391891e+02	1.657493114e+00	3.825969994e-01
6.664703401e+08	2.273880746e+05	1.780179590e+10	5.924596466e+00	1.942809762e+02	1.657705784e+00	3.827517927e-01
6.663331431e+08	2.285756258e+05	1.804566681e+10	5.973451457e+00	1.908891163e+02	1.657917023e+00	3.829056025e-01
6.661953108e+08	2.297694226e+05	1.829279065e+10	6.022685880e+00	1.875658724e+02	1.658127427e+00	3.830586374e-01
6.660568408e+08	2.309694961e+05	1.854320168e+10	6.072298551e+00	1.843166828e+02	1.658336520e+00	3.832109869e-01
6.659177303e+08	2.321758775e+05	1.879694760e+10	6.122295379e+00	1.811387517e+02	1.658544779e+00	3.833627105e-01
6.657779769e+08	2.333885983e+05	1.905407608e+10	6.172675655e+00	1.780292253e+02	1.658751965e+00	3.835140169e-01
6.656375778e+08	2.346076905e+05	1.931462437e+10	6.223440833e+00	1.749855087e+02	1.658957720e+00	3.836648762e-01
6.654965304e+08	2.358331861e+05	1.957863718e+10	6.274590811e+00	1.720051635e+02	1.659161568e+00	3.838155866e-01
6.653548320e+08	2.370651176e+05	1.984616369e+10	6.326127666e+00	1.690859251e+02	1.659364223e+00	3.839661479e-01
6.652124801e+08	2.383035176e+05	2.011724412e+10	6.378057777e+00	1.662256962e+02	1.659564495e+00	3.841166794e-01
6.650694719e+08	2.395484195e+05	2.039192617e+10	6.430388831e+00	1.634224728e+02	1.659763813e+00	3.842669725e-01
6.649258049e+08	2.407998565e+05	2.067025900e+10	6.483126482e+00	1.606742772e+02	1.659960508e+00	3.844167590e-01
6.647814764e+08	2.420578614e+05	2.095228285e+10	6.536268710e+00	1.579790673e+02	1.660155058e+00	3.845657110e-01
6.646364837e+08	2.433224668e+05	2.123804986e+10	6.589820691e+00	1.553349025e+02	1.660346031e+00	3.847133219e-01
6.644908236e+08	2.445937054e+05	2.152761817e+10	6.643783231e+00	1.527397665e+02	1.660533428e+00	3.848594427e-01
6.643444933e+08	2.458716091e+05	2.182102203e+10	6.698156017e+00	1.501915759e+02	1.660716414e+00	3.850035071e-01
6.641974894e+08	2.471562096e+05	2.211831659e+10	6.752942695e+00	1.476881943e+02	1.660894632e+00	3.851452768e-01
6.640498086e+08	2.484475381e+05	2.241955698e+10	6.808142649e+00	1.452272748e+02	1.661067843e+00	3.852843344e-01
6.639014475e+08	2.497456255e+05	2.272479236e+10	6.863760414e+00	1.428062813e+02	1.661235809e+00	3.854204714e-01
6.637524025e+08	2.510505029e+05	2.303407788e+10	6.919800362e+00	1.404241292e+02	1.661396265e+00	3.855530024e-01
6.636026699e+08	2.523622004e+05	2.334746569e+10	6.976275464e+00	1.380834089e+02	1.661549449e+00	3.856811523e-01
6.634522462e+08	2.536807467e+05	2.366501391e+10	7.033189175e+00	1.357843734e+02	1.661694765e+00	3.858050704e-01
6.633011277e+08	2.550061713e+05	2.398677766e+10	7.090546095e+00	1.335268963e+02	1.661832333e+00	3.859249949e-01
6.631493109e+08	2.563385034e+05	2.431280762e+10	7.148350276e+00	1.313106538e+02	1.661962986e+00	3.860410452e-01
6.629967925e+08	2.576777729e+05	2.464316487e+10	7.206605162e+00	1.291351956e+02	1.662086487e+00	3.861533403e-01
6.628435689e+08	2.590240095e+05	2.497791052e+10	7.265313030e+00	1.269999844e+02	1.662204385e+00	3.862624168e-01
6.626896368e+08	2.603772436e+05	2.531709671e+10	7.324479093e+00	1.249044586e+02	1.662316084e+00	3.863681555e-01
6.625349928e+08	2.617375057e+05	2.566078305e+10	7.384104536e+00	1.228479884e+02	1.662422419e+00	3.864710927e-01
6.623796337e+08	2.631048270e+05	2.600903511e+10	7.444195667e+00	1.208299678e+02	1.662523508e+00	3.865714669e-01
6.622235562e+08	2.644792387e+05	2.636190653e+10	7.504752946e+00	1.188497300e+02	1.662620306e+00	3.866694868e-01
6.620667572e+08	2.658607728e+05	2.671945989e+10	7.565779072e+00	1.169066215e+02	1.662713528e+00	3.867655694e-01
6.619092336e+08	2.672494615e+05	2.708175778e+10	7.627280452e+00	1.150000157e+02	1.662803054e+00	3.868600130e-01
6.617509823e+08	2.686453375e+05	2.744885981e+10	7.689258638e+00	1.131292489e+02	1.662890315e+00	3.869531155e-01
6.615920005e+08	2.700484342e+05	2.782083154e+10	7.751715222e+00	1.112936623e+02	1.662975550e+00	3.870453537e-01
6.614322853e+08	2.714587854e+05	2.819772959e+10	7.814649844e+00	1.094925894e+02	1.663059711e+00	3.871371746e-01
6.612718338e+08	2.728764257e+05	2.857962847e+10	7.878072405e+00	1.077254426e+02	1.663143873e+00	3.872287571e-01
6.611106435e+08	2.743013902e+05	2.896657586e+10	7.941977331e+00	1.059915339e+02	1.663227916e+00	3.873208463e-01
6.609487114e+08	2.757337165e+05	2.935865819e+10	8.006376634e+00	1.042903000e+02	1.663312197e+00	3.874129355e-01
6.607860345e+08	2.771734411e+05	2.975592613e+10	8.071283813e+00	1.026211924e+02	1.663392067e+00	3.875025809e-01
6.606226094e+08	2.786205963e+05	3.015845418e+10	8.136708591e+00	1.009836486e+02	1.663467407e+00	3.875893652e-01
6.604584332e+08	2.800752141e+05	3.056631684e+10	8.202653379e+00	9.937706845e+01	1.663538575e+00	3.876736462e-01
6.602935028e+08	2.815373272e+05	3.097957075e+10	8.269121226e+00	9.780086576e+01	1.663606405e+00	3.877559304e-01
6.601278152e+08	2.830069689e+05	3.139828742e+10	8.336113770e+00	9.625445606e+01	1.663671732e+00	3.878363371e-01
6.599613674e+08	2.844841733e+05	3.182255328e+10	8.403634595e+00	9.473727707e+01	1.663735390e+00	3.879154027e-01
6.597941567e+08	2.859689745e+05	3.225243092e+10	8.471686653e+00	9.324877391e+01	1.663797259e+00	3.879934251e-01
6.596261802e+08	2.874614075e+05	3.268798590e+10	8.540272458e+00	9.178840155e+01	1.663858771e+00	3.880706429e-01
6.594574352e+08	2.889615079e+05	3.312930763e+10	8.609395190e+00	9.035563225e+01	1.663919926e+00	3.881475031e-01
6.592879190e+08	2.904693119e+05	3.357646465e+10	8.679056113e+00	8.894994591e+01	1.663981795e+00	3.882242739e-01
6.591176289e+08	2.919848565e+05	3.402952254e+10	8.749255052e+00	8.757084132e+01	1.664044619e+00	3.883012533e-01
6.589465623e+08	2.935081790e+05	3.448855281e+10	8.819993463e+00	8.621787057e+01	1.664108515e+00	3.883787692e-01
6.587747166e+08	2.950393173e+05	3.495365977e+10	8.891275911e+00	8.489070080e+01	1.664174795e+00	3.884571493e-01
6.586020893e+08	2.965783101e+05	3.542489409e+10	8.963102195e+00	8.358910784e+01	1.664243221e+00	3.885366321e-01
6.584286779e+08	2.981251965e+05	3.590233624e+10	9.035470708e+00	8.231164435e+01	1.664314985e+00	3.886175156e-01
6.582544798e+08	2.996800167e+05	3.638606966e+10	9.108387397e+00	8.105728927e+01	1.664389133e+00	3.887000084e-01
6.580794924e+08	3.012428118e+05	3.687617779e+10	9.181856063e+00	7.982554722e+01	1.664466739e+00	3.887837827e-01
6.579037131e+08	3.028136220e+05	3.737273216e+10	9.255903651e+00	7.861678744e+01	1.664545417e+00	3.888675570e-01
6.577271393e+08	3.043924858e+05	3.787582517e+10	9.330535536e+00	7.743059020e+01	1.664625406e+00	3.889512122e-01
6.575497687e+08	3.059794417e+05	3.838553131e+10	9.405751785e+00	7.626648316e+01	1.664706707e+00	3.890347779e-01
6.573715984e+08	3.075745288e+05	3.890194297e+10	9.481557607e+00	7.512401854e+01	1.664788842e+00	3.891180158e-01
6.571926259e+08	3.091777860e+05	3.942514658e+10	9.557962838e+00	7.400277285e+01	1.664871931e+00	3.892011940e-01
6.570128486e+08	3.107892519e+05	3.995521069e+10	9.634960790e+00	7.290226920e+01	1.664955616e+00	3.892838955e-01
6.568322639e+08	3.124089654e+05	4.049223959e+10	9.712565925e+00	7.182211820e+01	1.665039897e+00	3.893662989e-01
6.566508691e+08	3.140369652e+05	4.103632569e+10	9.790778315e+00	7.076188645e+01	1.665124178e+00	3.894482553e-01
6.564686616e+08	3.156732895e+05	4.158754647e+10	9.869602681e+00	6.972110820e+01	1.665209055e+00	3.895297050e-01
6.562856389e+08	3.173179764e+05	4.214600027e+10	9.949042490e+00	6.869932526e+01	1.665293455e+00	3.896106780e-01
6.561017983e+08	3.189710636e+05	4.271178842e+10	1.002910287e+01	6.769614485e+01	1.665377855e+00	3.896910846e-01
6.559171372e+08	3.206325895e+05	4.328497350e+10	1.010977885e+01	6.671115273e+01	1.665462255e+00	3.897711933e-01
6.557316528e+08	3.223025939e+05	4.386567771e+10	1.019107361e+01	6.574397128e+01	1.665546417e+00	3.898510337e-01
6.555453423e+08	3.239811165e+05	4.445398748e+10	1.027299323e+01	6.479424111e+01	1.665630341e+00	3.899305165e-01
6.553582029e+08	3.256681969e+05	4.505000114e+10	1.035553700e+01	6.386159150e+01	1.665713549e+00	3.900096714e-01
6.551702315e+08	3.273638745e+05	4.565382302e+10	1.043871089e+01	6.294568055e+01	1.665796399e+00	3.900882602e-01
6.549814254e+08	3.290681893e+05	4.626554251e+10	1.052251838e+01	6.204616694e+01	1.665878296e+00	3.901664317e-01
6.547917816e+08	3.307811812e+05	4.688525200e+10	1.060696058e+01	6.116271090e+01	1.665958643e+00	3.902440071e-01
6.546012970e+08	3.325028903e+05	4.751307368e+10	1.069204296e+01	6.029499258e+01	1.666038036e+00	3.903211057e-01
6.544099686e+08	3.342333560e+05	4.814909399e+10	1.077777070e+01	5.944269899e+01	1.666115284e+00	3.903975189e-01
6.542177935e+08	3.359726179e+05	4.879342914e+10	1.086414320e+01	5.860550918e+01	1.666191339e+00	3.904731572e-01
6.540247683e+08	3.377207163e+05	4.944618344e+10	1.095116701e+01	5.778312793e+01	1.666265726e+00	3.905481100e-01
6.538308901e+08	3.394776910e+05	5.010745525e+10	1.103884260e+01	5.697525165e+01	1.666337490e+00	3.906222880e-01
6.536361556e+08	3.412435822e+05	5.077735782e+10	1.112717478e+01	5.618159468e+01	1.666406870e+00	3.906954825e-01
6.534405615e+08	3.430184296e+05	5.145600438e+10	1.121616508e+01	5.540187009e+01	1.666473866e+00	3.907678127e-01
6.532441046e+08	3.448022732e+05	5.214350224e+10	1.130582163e+01	5.463581289e+01	1.666538239e+00	3.908391893e-01
6.530467815e+08	3.465951530e+05	5.283995867e+10	1.139614033e+01	5.388313653e+01	1.666599035e+00	3.909095228e-01
6.528485888e+08	3.483971090e+05	5.354549885e+10	1.148713081e+01	5.314359177e+01	1.666656971e+00	3.909786940e-01
6.526495232e+08	3.502081814e+05	5.426023602e+10	1.157878978e+01	5.241690702e+01	1.666711092e+00	3.910468221e-01
6.524495810e+08	3.520284106e+05	5.498427749e+10	1.167114468e+01	5.170288102e+01	1.666761041e+00	3.911128938e-01
6.522487586e+08	3.538578354e+05	5.571776032e+10	1.176421405e+01	5.100129704e+01	1.666806459e+00	3.911763430e-01
6.520470528e+08	3.556964935e+05	5.646079779e+10	1.185800595e+01	5.031192116e+01	1.666847229e+00	3.912372291e-01
6.518444601e+08	3.575444231e+05	5.721350312e+10	1.195252261e+01	4.963451334e+01	1.666884065e+00	3.912955821e-01
6.516409773e+08	3.594016621e+05	5.797602534e+10	1.204777218e+01	4.896885061e+01	1.666916370e+00	3.913516104e-01
6.514366008e+08	3.612682488e+05	5.874847770e+10	1.214375646e+01	4.831470317e+01	1.666945100e+00	3.914053738e-01
6.512313275e+08	3.631442218e+05	5.953094959e+10	1.224048103e+01	4.767185400e+01	1.666969538e+00	3.914568424e-01
6.510251540e+08	3.650296194e+05	6.032364964e+10	1.233795838e+01	4.704010339e+01	1.666991472e+00	3.915061951e-01
6.508180771e+08	3.669244810e+05	6.112665534e+10	1.243618603e+01	4.641922991e+01	1.667009473e+00	3.915537298e-01
6.506100936e+08	3.688288457e+05	6.194007993e+10	1.253517298e+01	4.580903811e+01	1.667024493e+00	3.915993273e-01
6.504012003e+08	3.707427526e+05	6.276413798e+10	1.263492702e+01	4.520933540e+01	1.667037606e+00	3.916432261e-01
6.501913940e+08	3.726662414e+05	6.359889507e+10	1.273544428e+01	4.461991543e+01	1.667047501e+00	3.916856349e-01
6.499806716e+08	3.745993521e+05	6.444449425e+10	1.283673877e+01	4.404060674e+01	1.667055845e+00	3.917266428e-01
6.497690302e+08	3.765421252e+05	6.530109644e+10	1.293881059e+01	4.347122088e+01	1.667062044e+00	3.917663693e-01
6.495564666e+08	3.784946015e+05	6.616882682e+10	1.304166689e+01	4.291158662e+01	1.667067051e+00	3.918050528e-01
6.493429779e+08	3.804568219e+05	6.704784632e+10	1.314530969e+01	4.236153129e+01	1.667070985e+00	3.918430209e-01
6.491285612e+08	3.824288281e+05	6.793825626e+10	1.324974186e+01	4.182089029e+01	1.667074680e+00	3.918802440e-01
6.489132137e+08	3.844106617e+05	6.884024143e+10	1.335497560e+01	4.128951960e+01	1.667077303e+00	3.919170499e-01
6.486969324e+08	3.864023650e+05	6.975392699e+10	1.346100711e+01	4.076726012e+01	1.667080164e+00	3.919535577e-01
6.484797148e+08	3.884039812e+05	7.067946196e+10	1.356784070e+01	4.025397331e+01	1.667083740e+00	3.919901848e-01
6.482615580e+08	3.904155536e+05	7.161698937e+10	1.367548258e+01	3.974953304e+01	1.667087793e+00	3.920269608e-01
